纽曼 H8,newsmy  H8 ,900
步步高K103,BBK  K103 ,900
长虹I30, CHANGHONG I30 ,900
OPPO A121,oppo  A121 ,900
CECT VEVA S90(带钻版), CECT VEVA S90() ,900
LG S310,lge LG S310 ,900
多普达S910w, dopod S910w ,900
高新奇M19, GXQ M19 ,900
萨际通H1,  H1 ,900
OPPO A203,oppo  A203 ,900
华讯E108C, Huaxun E108C ,900
七喜 I510, HEDY I510 ,900
IHD 818,818,900
恒基伟业G88, HENGJWY G88 ,900
朵唯简爱S689, DOOV S689 ,900
BFB B7720,  B7720 ,900
长虹M568(甲壳虫), CHANGHONG M568() ,900
IHD 818(白色版),  818() ,900
欧新V8, HOSIN V8 ,900
金立N77, Gionee N77 ,900
欧新V9, HOSIN V9 ,900
IHD 968,968,900
奥克斯M769, AUX M769 ,900
康佳3305, KONKA 3305 ,900
至能F4,  F4 ,900
步步高V206B,BBK  V206B ,900
步步高K203M,BBK  K203M ,900
金立H66, Gionee H66 ,900
港利通A89, Kong-Profit A89 ,900
BFB BFN F7010,  BFN F7010 ,900
普莱达 D303, PULID D303 ,900
易丰E9, EPHONE E9  ,900
HTC Diamond P3702,htc  Diamond P3702 ,900
LG KV700,lge LG KV700 ,900
金立S308, Gionee S308 ,900
金立V500, Gionee V500 ,900
长虹T520, CHANGHONG T520 ,900
普莱达D2658, PULID D2658 ,900
步步高V205,BBK  V205 ,900
中辰ST Z18, SINOSTAR ST Z18 ,900
朵唯天籁S500, DOOV S500  ,900
TCL U398, TCL U398 ,900
欧盛E62, iocean E62 ,900
华为U1310, HUAWEI U1310 ,900
步步高V206,BBK  V206 ,900
其他品牌 亿通L308, Others L308 ,900
LG C300,lge LG C300 ,900
知己Z8828, Jugate Z8828 ,900
普莱达 D126, PULID D126 ,900
其他品牌 亿通E306, Others E306 ,900
百迪宝B168, Bdbal B168 ,900
高新奇H16, GXQ H16 ,900
IHD 606,606,900
金立F8, Gionee F8 ,900
联想P50炫彩版, Lenovo P50 ,900
西铂V860, CCPO V860 ,900
金立i9, Gionee i9 ,900
山寨手机国产KP500,  KP500 ,900
OPPO A201,oppo  A201 ,900
欧新S13, HOSIN S13 ,900
IHD 808 导航版,808,900
金立S303, Gionee S303 ,900
港利通P580, Kong-Profit P580 ,900
IHD 808 精钢版,808,900
LG BL20,lge LG BL20 ,900
普莱达D2898, PULID D2898 ,900
至尊宝F19, Bestsonny F19 ,900
亿城LS5520, YICHEER LS5520 ,900
萨际通F60,  F60 ,900
海信HS-G3, Hisense HS-G3 ,900
奥克斯M627, AUX M627 ,900
联想S320, Lenovo S320 ,900
步步高i606,BBK  i606 ,900
OPPO A520,oppo  A520 ,900
IHD 602,602,900
